time,f1,f2,f3,f107,kp,f107_norm,kp_norm,f1_Hz,f2_Hz,f3_Hz
2016-01-01 00:00:00,7.8501648492260925,14.260935717881557,20.957302639896906,103.64,3.25,0.03640000000000001,0.65,7.8501648492260925,14.260935717881557,20.957302639896906
2016-01-01 01:00:00,7.803621903032531,14.226427224110807,20.87873443472606,103.64,3.25,0.03640000000000001,0.65,7.803621903032531,14.226427224110807,20.87873443472606
2016-01-01 02:00:00,7.795816595307649,14.31146508269511,20.72805012597764,103.64,3.25,0.03640000000000001,0.65,7.795816595307649,14.31146508269511,20.72805012597764
2016-01-01 03:00:00,7.836244329532579,14.370371965268976,20.824678071386018,103.64,3.25,0.03640000000000001,0.65,7.836244329532579,14.370371965268976,20.824678071386018
2016-01-01 04:00:00,7.849496024305894,14.354940164299201,20.66905706858836,103.64,3.25,0.03640000000000001,0.65,7.849496024305894,14.354940164299201,20.66905706858836
2016-01-01 05:00:00,7.823519381977248,14.363416113025853,20.87197853154272,103.64,3.25,0.03640000000000001,0.65,7.823519381977248,14.363416113025853,20.87197853154272
2016-01-01 06:00:00,7.793526619149407,14.262649361194905,20.849059939150106,103.64,3.25,0.03640000000000001,0.65,7.793526619149407,14.262649361194905,20.849059939150106
2016-01-01 07:00:00,7.846611373484258,14.195586328170657,20.9403056029032,103.64,3.25,0.03640000000000001,0.65,7.846611373484258,14.195586328170657,20.9403056029032
2016-01-01 08:00:00,7.860464932360257,14.389777236169476,21.03975186369957,103.64,3.25,0.03640000000000001,0.65,7.860464932360257,14.389777236169476,21.03975186369957
2016-01-01 09:00:00,7.801503421457448,14.431901685500659,21.00030511575919,103.64,3.25,0.03640000000000001,0.65,7.801503421457448,14.431901685500659,21.00030511575919
2016-01-01 10:00:00,7.838797211243942,14.39615998367127,20.776749515779787,103.64,3.25,0.03640000000000001,0.65,7.838797211243942,14.39615998367127,20.776749515779787
2016-01-01 11:00:00,7.886939117094892,14.26095626494,20.90358181020307,103.64,3.25,0.03640000000000001,0.65,7.886939117094892,14.26095626494,20.90358181020307
2016-01-01 12:00:00,7.8535758843947825,14.272423386745832,20.86783554611587,103.64,3.25,0.03640000000000001,0.65,7.8535758843947825,14.272423386745832,20.86783554611587
2016-01-01 13:00:00,7.910762197171107,14.35082399550904,20.940317560492442,103.64,3.25,0.03640000000000001,0.65,7.910762197171107,14.35082399550904,20.940317560492442
2016-01-01 14:00:00,7.837289328840301,14.235865213538645,20.939358346819155,103.64,3.25,0.03640000000000001,0.65,7.837289328840301,14.235865213538645,20.939358346819155
2016-01-01 15:00:00,7.824523703597939,14.38936563034731,20.870666197176597,103.64,3.25,0.03640000000000001,0.65,7.824523703597939,14.38936563034731,20.870666197176597
2016-01-01 16:00:00,7.784838902690063,14.370998700995045,20.748133644601634,103.64,3.25,0.03640000000000001,0.65,7.784838902690063,14.370998700995045,20.748133644601634
2016-01-01 17:00:00,7.679361006530368,14.285296251635884,20.841234558532406,103.64,3.25,0.03640000000000001,0.65,7.679361006530368,14.285296251635884,20.841234558532406
2016-01-01 18:00:00,7.8008962313238115,14.193414100037733,20.558613587411475,103.64,3.25,0.03640000000000001,0.65,7.8008962313238115,14.193414100037733,20.558613587411475
2016-01-01 19:00:00,7.880622239069573,14.244758578016123,20.92366860562802,103.64,3.25,0.03640000000000001,0.65,7.880622239069573,14.244758578016123,20.92366860562802
2016-01-01 20:00:00,7.825051098433189,14.325871537980444,20.78055705534943,103.64,3.25,0.03640000000000001,0.65,7.825051098433189,14.325871537980444,20.78055705534943
2016-01-01 21:00:00,7.8321484372817975,14.268405565892811,20.80750620242661,103.64,3.25,0.03640000000000001,0.65,7.8321484372817975,14.268405565892811,20.80750620242661
2016-01-01 22:00:00,7.81560842382579,14.206210129887513,20.67690529272868,103.64,3.25,0.03640000000000001,0.65,7.81560842382579,14.206210129887513,20.67690529272868
2016-01-01 23:00:00,7.879864170030473,14.20013955989417,20.96214705038626,103.64,3.25,0.03640000000000001,0.65,7.879864170030473,14.20013955989417,20.96214705038626
2016-01-02 00:00:00,7.850378604667241,14.178595675120327,20.884392251422632,103.64,2.20825,0.03640000000000001,0.44165,7.850378604667241,14.178595675120327,20.884392251422632
2016-01-02 01:00:00,7.896431437981965,14.249794358195448,20.784025861808306,103.64,2.20825,0.03640000000000001,0.44165,7.896431437981965,14.249794358195448,20.784025861808306
2016-01-02 02:00:00,7.840541107131056,14.243235513627797,20.86275840234325,103.64,2.20825,0.03640000000000001,0.44165,7.840541107131056,14.243235513627797,20.86275840234325
2016-01-02 03:00:00,7.912913771079934,14.25099987272609,20.90300337009459,103.64,2.20825,0.03640000000000001,0.44165,7.912913771079934,14.25099987272609,20.90300337009459
2016-01-02 04:00:00,7.843451969266473,14.173553696561223,20.775833957851905,103.64,2.20825,0.03640000000000001,0.44165,7.843451969266473,14.173553696561223,20.775833957851905
2016-01-02 05:00:00,7.782606271188131,14.380276698152445,21.010234011262945,103.64,2.20825,0.03640000000000001,0.44165,7.782606271188131,14.380276698152445,21.010234011262945
2016-01-02 06:00:00,7.845948292876087,14.377476530249279,21.0144002049707,103.64,2.20825,0.03640000000000001,0.44165,7.845948292876087,14.377476530249279,21.0144002049707
2016-01-02 07:00:00,7.843285544403661,14.285034867405741,20.667966839617986,103.64,2.20825,0.03640000000000001,0.44165,7.843285544403661,14.285034867405741,20.667966839617986
2016-01-02 08:00:00,7.839493570849609,14.293862602353656,20.82823643123033,103.64,2.20825,0.03640000000000001,0.44165,7.839493570849609,14.293862602353656,20.82823643123033
2016-01-02 09:00:00,7.908556956884973,14.321139469788676,20.935977324955946,103.64,2.20825,0.03640000000000001,0.44165,7.908556956884973,14.321139469788676,20.935977324955946
2016-01-02 10:00:00,7.857401160705341,14.42554028919931,20.742417022133754,103.64,2.20825,0.03640000000000001,0.44165,7.857401160705341,14.42554028919931,20.742417022133754
2016-01-02 11:00:00,7.881642189241008,14.230133719799365,21.14211298706339,103.64,2.20825,0.03640000000000001,0.44165,7.881642189241008,14.230133719799365,21.14211298706339
2016-01-02 12:00:00,7.714172688832548,14.370511659866402,20.771817627879745,103.64,2.20825,0.03640000000000001,0.44165,7.714172688832548,14.370511659866402,20.771817627879745
2016-01-02 13:00:00,7.836298848157851,14.309590315459138,20.755908797968036,103.64,2.20825,0.03640000000000001,0.44165,7.836298848157851,14.309590315459138,20.755908797968036
2016-01-02 14:00:00,7.840606537341764,14.364646866172246,20.700741571207665,103.64,2.20825,0.03640000000000001,0.44165,7.840606537341764,14.364646866172246,20.700741571207665
2016-01-02 15:00:00,7.797264075101924,14.383653592389786,20.852361890923838,103.64,2.20825,0.03640000000000001,0.44165,7.797264075101924,14.383653592389786,20.852361890923838
2016-01-02 16:00:00,7.81435535622774,14.280440217644799,20.904086223966715,103.64,2.20825,0.03640000000000001,0.44165,7.81435535622774,14.280440217644799,20.904086223966715
2016-01-02 17:00:00,7.767929630642604,14.21333668935228,20.77960880759233,103.64,2.20825,0.03640000000000001,0.44165,7.767929630642604,14.21333668935228,20.77960880759233
2016-01-02 18:00:00,7.735133364012652,14.281850985019439,20.779959783456306,103.64,2.20825,0.03640000000000001,0.44165,7.735133364012652,14.281850985019439,20.779959783456306
2016-01-02 19:00:00,7.789829899525903,14.206779489962454,20.890332560925266,103.64,2.20825,0.03640000000000001,0.44165,7.789829899525903,14.206779489962454,20.890332560925266
2016-01-02 20:00:00,7.834154758098901,14.367484377892318,20.755105122639005,103.64,2.20825,0.03640000000000001,0.44165,7.834154758098901,14.367484377892318,20.755105122639005
2016-01-02 21:00:00,7.8126653872476775,14.3911485100111,20.775121631776447,103.64,2.20825,0.03640000000000001,0.44165,7.8126653872476775,14.3911485100111,20.775121631776447
2016-01-02 22:00:00,7.852979309706072,14.27555164482564,20.94082697606732,103.64,2.20825,0.03640000000000001,0.44165,7.852979309706072,14.27555164482564,20.94082697606732
2016-01-02 23:00:00,7.840102419195405,14.356535889182506,20.710040282262028,103.64,2.20825,0.03640000000000001,0.44165,7.840102419195405,14.356535889182506,20.710040282262028
