time,f1_Hz,f2_Hz,f3_Hz,width1_Hz,width2_Hz,width3_Hz,amp1,amp2,amp3,quality_flag
2016-01-01 00:00:00+00:00,7.869737132240899,14.43085666028684,20.8482316958977,0.8194902168162684,1.2945477061543607,1.6794630070031473,1.1832288699760753,0.80733187058494,0.501318201928203,1
2016-01-01 00:10:00+00:00,7.8191134218973115,14.425716470868268,21.000498749078528,0.842374928090886,1.2999058703184552,1.807942510954044,1.1993908279587548,0.3346890823140954,0.31891717871627234,1
2016-01-01 00:20:00+00:00,7.88216388994994,14.188082620146398,20.6881425434531,0.9422767234091021,1.0122921315180715,0.9898709355423686,0.7760753767790302,0.3260154123754555,0.36023104803785017,1
2016-01-01 00:30:00+00:00,7.95236478678394,14.49279177193075,21.143104018162106,0.6220797018194768,1.0625183101241524,0.5653061657016943,1.26470211465078,0.41095473439276886,0.3483418860600618,1
2016-01-01 00:40:00+00:00,7.811962746896444,14.126446400229986,20.88537652478944,1.0110145075654642,0.571070334508303,0.9171040184071106,1.031189603012446,0.5889846792452504,0.1689636327025594,1
2016-01-01 00:50:00+00:00,7.81213538478171,14.22660949710734,20.57438961065406,0.96395674492811,0.8358141509575729,1.5265568627689392,1.2383911367545641,0.5905797342446875,0.20456318813646285,1
2016-01-01 01:00:00+00:00,7.957373077992008,14.359372467425557,20.675972504755556,0.8476634414516742,0.8163459813406932,0.9036841465348593,0.5567646868457747,0.4178580747458159,0.2437679295832121,1
2016-01-01 01:10:00+00:00,7.892598613608413,14.19977062111658,21.016347802313824,0.8936263465734973,0.8652985199536649,1.6330884442723046,1.135739215181916,0.6524970254825291,0.27269876836770346,1
2016-01-01 01:20:00+00:00,7.793811425869331,14.334159195446404,20.990122051684185,1.0329947555314054,1.2616522401113377,0.9028326789158752,0.8167536222803348,0.43473590677733026,0.3987484405372665,1
2016-01-01 01:30:00+00:00,7.87493717274017,14.331727709318733,20.80678468385202,0.6812321882531687,1.3845113991104998,0.9770600542591339,0.6204027482756934,0.6277551132196757,0.22327260999807025,1
2016-01-01 01:40:00+00:00,7.794619094328656,14.280642133519521,20.826983722237223,0.9322714036922441,1.183172272120788,1.1308506559207114,1.1939547905313694,0.29104524859974834,0.054976827278525126,1
2016-01-01 01:50:00+00:00,7.794591120338354,14.403265824391127,20.630221564046938,1.1488714471429535,0.902978048245042,1.5778330721351586,0.8712954228542422,0.35533174589581623,0.2132810843610285,1
2016-01-01 02:00:00+00:00,7.8513600319636145,14.276254893694384,21.00353741294556,0.9281252498977318,0.776150988499942,0.5665541085440473,1.1591120629337375,0.4377629337775246,0.2541889743013451,1
2016-01-01 02:10:00+00:00,7.6790904539486,14.331716740691055,20.657553936886956,0.7555213544682641,1.027157223883172,1.311993015491477,0.7065251729469814,0.49088727470820587,0.43426047886643115,1
2016-01-01 02:20:00+00:00,7.694305265889161,14.441774748237235,20.932817527306604,1.2636411380744732,1.0889566744647703,1.304830386725383,1.6094873332613724,0.37420167985459407,0.21831904270415592,1
